ID	Taxonomy	16S-Behnsen-MY-1	16S-Behnsen-MY-10	16S-Behnsen-MY-11	16S-Behnsen-MY-12	16S-Behnsen-MY-13	16S-Behnsen-MY-14	16S-Behnsen-MY-15	16S-Behnsen-MY-16	16S-Behnsen-MY-17	16S-Behnsen-MY-18	16S-Behnsen-MY-19	16S-Behnsen-MY-2	16S-Behnsen-MY-20	16S-Behnsen-MY-21	16S-Behnsen-MY-22	16S-Behnsen-MY-23	16S-Behnsen-MY-24	16S-Behnsen-MY-25	16S-Behnsen-MY-26	16S-Behnsen-MY-27	16S-Behnsen-MY-28	16S-Behnsen-MY-29	16S-Behnsen-MY-3	16S-Behnsen-MY-30	16S-Behnsen-MY-31	16S-Behnsen-MY-32	16S-Behnsen-MY-33	16S-Behnsen-MY-34	16S-Behnsen-MY-35	16S-Behnsen-MY-36	16S-Behnsen-MY-37	16S-Behnsen-MY-38	16S-Behnsen-MY-39	16S-Behnsen-MY-4	16S-Behnsen-MY-40	16S-Behnsen-MY-41	16S-Behnsen-MY-42	16S-Behnsen-MY-43	16S-Behnsen-MY-44	16S-Behnsen-MY-45	16S-Behnsen-MY-46	16S-Behnsen-MY-47	16S-Behnsen-MY-48	16S-Behnsen-MY-49	16S-Behnsen-MY-5	16S-Behnsen-MY-50	16S-Behnsen-MY-51	16S-Behnsen-MY-52	16S-Behnsen-MY-53	16S-Behnsen-MY-54	16S-Behnsen-MY-55	16S-Behnsen-MY-56	16S-Behnsen-MY-57	16S-Behnsen-MY-58	16S-Behnsen-MY-59	16S-Behnsen-MY-6	16S-Behnsen-MY-60	16S-Behnsen-MY-61	16S-Behnsen-MY-62	16S-Behnsen-MY-63	16S-Behnsen-MY-64	16S-Behnsen-MY-65	16S-Behnsen-MY-66	16S-Behnsen-MY-67	16S-Behnsen-MY-68	16S-Behnsen-MY-69	16S-Behnsen-MY-7	16S-Behnsen-MY-8	16S-Behnsen-MY-9	16S-Negative-Control-sample2	16S-Negative-Ctrl-2-Underhill	16S-Positive-Ctrl-2-Underhill
ASV 937	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Dubosiella ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	5	8	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 938	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae UCG-006 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	2	4	0	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 939	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 940	k__Bacteria ; p__ Verrucomicrobiota ; c__ Verrucomicrobiae ; o__ Verrucomicrobiales ; f__ Akkermansiaceae ; g__ Akkermansia ; s__ NA	1	0	0	1	0	1	1	0	0	0	0	0	0	0	2	5	5	1	6	4	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 941	k__Bacteria ; p__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	7	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 942	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Colidextribacter ; s__ NA	1	2	3	0	0	0	0	0	1	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0
ASV 943	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	6	2	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ASV 944	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Atopobiaceae ; g__ Coriobacteriaceae UCG-002 ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	5	4	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 945	k__Eukaryota ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	1	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	6	10	0	0	0	0	0	0	2
ASV 946	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	1	1	0	1	0	0	1	0	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	4	2	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
ASV 947	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	4	2	1	1	0	0	1	0	1	1	3	0	1	1	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV 948	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	0	2	6	1	0	3	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0
ASV 949	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	10	0	0	0
ASV 950	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	7	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	6	0	0	0
ASV 951	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	2	0	0	0	0	0	0	0	0	1	4	0	0	3	1	9	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
ASV 952	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
ASV 953	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; g__ Incertae Sedis ; s__ NA	0	0	0	1	0	0	3	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	7	0	1	0	2	0	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 954	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	0	0	3	1	4	0	0	1	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 955	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	0	0	0	0	0	3	1	0	1	2	3	0	8	3	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 956	k__Eukaryota ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	3	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	1	1	2	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ASV 957	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	3	3	3	0	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0
ASV 958	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Oscillibacter ; s__ NA	16	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 959	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; f__ Ruminococcaceae ; s__ NA	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	9	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ASV 960	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	3	4	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0
ASV 961	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	2	0	0	0	0	0	0	1	1	0	0	0	0	2	3	1	1	0	0	0	1	1	1	2	1	0	2	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV 962	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	1	1	0	0	0	1	3	0	0	0	3	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0
ASV 963	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	4	0	0	1	1	0	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0
ASV 964	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	2	0	0	0	0	1	2	4	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 965	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; f__ Eggerthellaceae ; s__ NA	0	0	0	4	9	4	7	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 966	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	5	1	3	6	0	0	0	1	0	3	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 967	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	9	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV 968	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	1	5	2	2	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 969	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	8	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 970	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae UCG-001 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	4	11	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 971	k__Bacteria ; p__ Actinobacteriota ; c__ Actinobacteria ; o__ Corynebacteriales ; f__ Corynebacteriaceae ; g__ Corynebacterium ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 972	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	2	1	1	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 973	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae UCG-006 ; s__ NA	5	1	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV 974	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridiales ; f__ Clostridiaceae ; g__ Clostridium sensu stricto 1 ; s__ NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	1	0	0	0	0	0	1	1	4	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 975	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Atopobiaceae ; g__ Coriobacteriaceae UCG-002 ; s__ NA	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	2	1	5	0	0	0	0	0	0	0	0	0	0	0	4	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 976	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Roseburia ; s__ NA	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ASV 977	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	1	1	0	1	6	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV 978	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 979	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; g__ Enterorhabdus ; s__ NA	0	0	0	9	6	4	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 980	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	1	0	3	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	1	3	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 981	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	17	2	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 982	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae FCS020 group ; s__ NA	1	2	1	0	0	0	0	0	1	0	0	0	0	0	8	0	1	5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ASV 983	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	1	0	0	0	0	1	0	0	0	0	0	1	8	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 984	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Dubosiella ; s__ NA	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	4	1	1	9	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 985	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; g__ Incertae Sedis ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	1	6	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ASV 986	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Atopobiaceae ; g__ Coriobacteriaceae UCG-002 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	5	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 987	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Enterococcaceae ; g__ Enterococcus ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	6	0	3	0	0	0	0	0	0	0	4	1	6	0	0	0	0	0	0	0	0
ASV 988	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae UCG-001 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	2	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 989	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	3	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	2	1	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ASV 990	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	3	1	2	0	0	1	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 991	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	1	1	2	0	0	0	0	0	2	3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0
ASV 992	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	3	1	3	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0
ASV 993	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	6	1	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
